"base","pattern","assettype","assetcount","assetsize","totalpointcount","hasCRS","minx","miny","maxx","maxy","crs","assignedCRS"
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\JRD\class\hobarts\lasdata\NAD27\veg","\.las","points",1,32400727,1620025,FALSE,2772292.25,2039084.25,2779657,2044397.13,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\JRD\class\hobarts\lasdata\NAD83\bald","\.las","points",1,8992687,449623,FALSE,2772290.75,2039084.63,2779657,2044397.63,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\JRD\class\hobarts\lasdata\NAD83\merged","\.las","points",1,41393187,2069648,FALSE,2772290.75,2039084.25,2779657,2044397.63,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\JRD\class\hobarts\lasdata\NAD83\veg","\.las","points",1,32400727,1620025,FALSE,2772292.25,2039084.25,2779657,2044397.13,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\JRD\couverden\lasdata\NAD27\baldearth","\.las","points",53,217453451,10872071,FALSE,2345023.56,2319880.61,2425729.42,2418936.9,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\JRD\couverden\lasdata\NAD27\merged","\.las","points",53,591009851,29549891,FALSE,2343695.61,2317043.56,2428090.74,2419781.41,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\JRD\couverden\lasdata\NAD27\veg","\.las","points",53,214828631,10740830,FALSE,2343695.61,2317043.56,2428090.74,2419781.41,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\JRD\couverden\lasdata\NAD83\baldearth","\.las","points",53,217453451,10872071,FALSE,2345023.56,2319880.61,2425729.42,2418936.9,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\JRD\couverden\lasdata\NAD83\merged","\.las","points",53,591009851,29549891,FALSE,2343695.61,2317043.56,2428090.74,2419781.41,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\JRD\couverden\lasdata\NAD83\veg","\.las","points",53,214828631,10740830,FALSE,2343695.61,2317043.56,2428090.74,2419781.41,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\JRD\dredgelk\lasdata\NAD27\baldearth","\.las","points",1,10696767,534827,FALSE,2505647.49,2397347.68,2520729.13,2412073.83,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\JRD\dredgelk\lasdata\NAD27\merged","\.las","points",1,66636627,3331820,FALSE,2503525.48,2395340.65,2522859.94,2414052.08,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\JRD\dredgelk\lasdata\NAD27\vegetation","\.las","points",1,25370987,1268538,FALSE,2503525.48,2395340.65,2522859.94,2414052.08,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\JRD\dredgelk\lasdata\NAD83\baldearth","\.las","points",1,10696767,534827,FALSE,2505647.49,2397347.68,2520729.13,2412073.83,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\JRD\dredgelk\lasdata\NAD83\merged","\.las","points",1,66636627,3331820,FALSE,2503525.48,2395340.65,2522859.94,2414052.08,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\JRD\dredgelk\lasdata\NAD83\vegetation","\.las","points",1,25370987,1268538,FALSE,2503525.48,2395340.65,2522859.94,2414052.08,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\JRD\hobartn\lasdata\NAD27\baldearth","\.las","points",1,144312967,7215637,FALSE,2713338.03,2056214.22,2758515.82,2092714.38,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\JRD\hobartn\lasdata\NAD27\vegetation","\.las","points",1,740944227,37047200,FALSE,2713337.98,2056214.32,2758569.02,2092669.03,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\JRD\hobartn\lasdata\NAD83\baldearth","\.las","points",1,144312967,7215637,FALSE,2713338.03,2056214.22,2758515.82,2092714.38,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\JRD\hobartn\lasdata\NAD83\vegetation","\.las","points",1,740944227,37047200,FALSE,2713337.98,2056214.32,2758569.02,2092669.03,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\JRD\hobarts\lasdata\NAD27\vegetation","\.las","points",1,20971727,1048575,FALSE,2772292.25,2039084.25,2779657,2044396.88,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\JRD\hobarts\lasdata\NAD83\vegetation","\.las","points",1,20971727,1048575,FALSE,2772292.25,2039084.25,2779657,2044396.88,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\Ketchikan\boundary\lasdata\NAD27\baldearth","\.las","points",13,24971651,1248435,FALSE,3108765.43,1325976.09,3121614.68,1339462.36,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\Ketchikan\boundary\lasdata\NAD27\merged","\.las","points",13,120126331,6006169,FALSE,3108764.4,1325976.09,3121619.93,1339463.16,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\Ketchikan\boundary\lasdata\NAD27\vegetation","\.las","points",13,38465831,1923144,FALSE,3108764.4,1325976.13,3121619.93,1339463.16,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\Ketchikan\boundary\lasdata\NAD83\baldearth","\.las","points",13,24971651,1248435,FALSE,3108765.43,1325976.09,3121614.68,1339462.36,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\Ketchikan\boundary\lasdata\NAD83\merged","\.las","points",13,120126331,6006169,FALSE,3108764.4,1325976.09,3121619.93,1339463.16,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\Ketchikan\boundary\lasdata\NAD83\vegetation","\.las","points",13,38465831,1923144,FALSE,3108764.4,1325976.13,3121619.93,1339463.16,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\Ketchikan\gravina\lasdata\NAD27\baldearth","\.las","points",26,60666582,3033034,FALSE,3060419.55,1209614.81,3099700,1286088.73,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\Ketchikan\gravina\lasdata\NAD27\merged","\.las","points",26,190700022,9534706,FALSE,3060413.94,1209560.67,3099700,1286088.73,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\Ketchikan\gravina\lasdata\NAD27\vegetation","\.las","points",27,108741289,5436758,FALSE,3060413.94,1209560.67,3102322.5,1285985.44,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\Ketchikan\gravina\lasdata\NAD83\baldearth","\.las","points",26,60666582,3033034,FALSE,3060419.55,1209614.81,3099700,1286088.73,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\Ketchikan\gravina\lasdata\NAD83\merged","\.las","points",26,190700022,9534706,FALSE,3060413.94,1209560.67,3099700,1286088.73,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\Ketchikan\gravina\lasdata\NAD83\vegetation","\.las","points",27,108741289,5436758,FALSE,3060413.94,1209560.67,3102322.5,1285985.44,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\Ketchikan\leasklake\lasdata\NAD27\baldearth","\.las","points",1,314347707,15717374,FALSE,3096795.87,1339008.58,3121375.44,1378866.61,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\Ketchikan\leasklake\lasdata\NAD27\vegetation","\.las","points",1,509454227,25472700,FALSE,3096795.56,1339009.65,3121380.07,1378876.27,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\Ketchikan\leasklake\lasdata\NAD83\baldearth","\.las","points",1,314347707,15717374,FALSE,3096795.87,1339008.58,3121375.44,1378866.61,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\Ketchikan\leasklake\lasdata\NAD83\vegetation","\.las","points",1,509454227,25472700,FALSE,3096795.56,1339009.65,3121380.07,1378876.27,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\Ketchikan\lickingcr\lasdata\NAD27\baldearth","\.las","points",1,148594667,7429722,FALSE,3168178.84,1342614.51,3198536.34,1383226.02,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\Ketchikan\lickingcr\lasdata\NAD27\vegetation","\.las","points",1,354193267,17709652,FALSE,3168111.37,1342612.3,3198525.61,1383240.73,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\Ketchikan\lickingcr\lasdata\NAD83\baldearth","\.las","points",1,148594667,7429722,FALSE,3168178.84,1342614.51,3198536.34,1383226.02,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\Ketchikan\lickingcr\lasdata\NAD83\vegetation","\.las","points",1,354193267,17709652,FALSE,3168111.37,1342612.3,3198525.61,1383240.73,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\Ketchikan\slideridge\lasdata\NAD27\baldearth","\.las","points",12,13810684,690398,FALSE,3082957.59,1316823.68,3093475.61,1325466.01,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\Ketchikan\slideridge\lasdata\NAD27\merged","\.las","points",11,49249937,2462372,FALSE,3082957.58,1316823.64,3093475.61,1325466.01,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\Ketchikan\slideridge\lasdata\NAD27\vegetation","\.las","points",10,35439030,1771838,FALSE,3082957.58,1316823.64,3093475.33,1325400,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\Ketchikan\slideridge\lasdata\NAD83\baldearth","\.las","points",12,13810684,690398,FALSE,3082957.59,1316823.68,3093475.61,1325466.01,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\Ketchikan\slideridge\lasdata\NAD83\merged","\.las","points",11,49249937,2462372,FALSE,3082957.58,1316823.64,3093475.61,1325466.01,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\Ketchikan\slideridge\lasdata\NAD83\vegetation","\.las","points",10,35439030,1771838,FALSE,3082957.58,1316823.64,3093475.33,1325400,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\beaverfalls\lasdata\NAD27\baldearth","\.las","points",18,55044026,2751997,FALSE,2767888.81,1568065.47,2778408.66,1578708.81,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\beaverfalls\lasdata\NAD27\merged","\.las","points",18,163354946,8167543,FALSE,2767888.81,1568065.28,2778408.75,1578708.81,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\beaverfalls\lasdata\NAD27\vegetation","\.las","points",18,105653266,5282459,FALSE,2767889.19,1568065.28,2778408.75,1578707.92,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\beaverfalls\lasdata\NAD83\baldearth","\.las","points",18,55044026,2751997,FALSE,2767888.81,1568065.47,2778408.66,1578708.81,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\beaverfalls\lasdata\NAD83\merged","\.las","points",18,163354946,8167543,FALSE,2767888.81,1568065.28,2778408.75,1578708.81,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\beaverfalls\lasdata\NAD83\vegetation","\.las","points",18,105653266,5282459,FALSE,2767889.19,1568065.28,2778408.75,1578707.92,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\elcap_road\lasdata\NAD27\ground_points","\.las","points",41,52917247,2645397,FALSE,2760104.12,1480139.61,2802458.56,1583616,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\elcap_road\lasdata\NAD27\merged","\.las","points",41,189888687,9493969,FALSE,2756406.2,1480139.61,2802465.73,1583616.88,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\elcap_road\lasdata\NAD27\veg_points","\.las","points",41,136543507,6826710,FALSE,2756406.2,1480189.83,2802465.73,1583616.88,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\elcap_road\lasdata\NAD83\ground_points","\.las","points",41,52917247,2645397,FALSE,2760104.12,1480139.61,2802458.56,1583616,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\elcap_road\lasdata\NAD83\merged","\.las","points",41,189888687,9493969,FALSE,2756406.2,1480139.61,2802465.73,1583616.88,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\elcap_road\lasdata\NAD83\veg_points","\.las","points",41,136543507,6826710,FALSE,2756406.2,1480189.83,2802465.73,1583616.88,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\heceta\lasdata\NAD27\baldearth","\.las","points",18,44687126,2234152,FALSE,2674657.13,1409479.37,2727969.51,1463309.05,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\heceta\lasdata\NAD27\vegetation","\.las","points",1,820267,41002,FALSE,2678729.22,1432607.81,2685602.62,1442429.86,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\heceta\lasdata\NAD83\baldearth","\.las","points",18,44687126,2234152,FALSE,2674657.13,1409479.37,2727969.51,1463309.05,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\heceta\lasdata\NAD83\vegetation","\.las","points",1,820267,41002,FALSE,2678729.22,1432607.81,2685602.62,1442429.86,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\kosciusko\lasdata\NAD27","\.las","points",30,113451830,5672251,FALSE,2653812.59,1482833.5,2720896.88,1554810.57,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\kosciusko\lasdata\NAD83","\.las","points",30,113451830,5672251,FALSE,2653812.59,1482833.5,2720896.88,1554810.57,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\maybeso\lasdata\NAD27\baldearth","\.las","points",1,86947147,4347346,FALSE,2880310.81,1333546.8,2895448.75,1351605.21,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\maybeso\lasdata\NAD27\vegetation","\.las","points",1,300457467,15022862,FALSE,2880310.82,1333546.81,2895448.74,1351605.2,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\maybeso\lasdata\NAD83\baldearth","\.las","points",1,86947147,4347346,FALSE,2880310.81,1333546.8,2895448.75,1351605.21,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\maybeso\lasdata\NAD83\vegetation","\.las","points",1,300457467,15022862,FALSE,2880310.82,1333546.81,2895448.74,1351605.2,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\naukati_road\lasdata\NAD27","\.las","points",8,20172976,1008558,FALSE,2776475.7,1474730.26,2785897.3,1485445.55,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\naukati_road\lasdata\NAD83","\.las","points",8,20172976,1008558,FALSE,2776475.7,1474730.26,2785897.3,1485445.55,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\sandybeach_road\lasdata\NAD27\ground_points","\.las","points",9,22093843,1104590,FALSE,2868535.35,1411144.3,2932757.37,1510698.17,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\sandybeach_road\lasdata\NAD27\merged","\.las","points",9,86500683,4324932,FALSE,2868501.62,1411144.3,2932757.37,1510700.81,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\sandybeach_road\lasdata\NAD27\veg_points","\.las","points",9,63707763,3185286,FALSE,2868501.62,1411144.49,2932729.8,1510700.81,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\sandybeach_road\lasdata\NAD83\ground_points","\.las","points",9,22093843,1104590,FALSE,2868535.35,1411144.3,2932757.37,1510698.17,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\sandybeach_road\lasdata\NAD83\merged","\.las","points",9,86500683,4324932,FALSE,2868501.62,1411144.3,2932757.37,1510700.81,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\sandybeach_road\lasdata\NAD83\veg_points","\.las","points",9,63707763,3185286,FALSE,2868501.62,1411144.49,2932729.8,1510700.81,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\twinmtn\lasdata\NAD27\baldearth","\.las","points",33,89227631,4461007,FALSE,2780659.36,1436193.44,2799368.87,1452100.12,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\twinmtn\lasdata\NAD27\merged","\.las","points",21,143145907,7157057,FALSE,2780656.86,1436193.44,2799369.44,1452100.12,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\twinmtn\lasdata\NAD27\vegetation","\.las","points",32,156134624,7806368,FALSE,2780656.86,1436193.94,2799369.44,1452099.35,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\twinmtn\lasdata\NAD83\baldearth","\.las","points",33,89227631,4461007,FALSE,2780659.36,1436193.44,2799368.87,1452100.12,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\twinmtn\lasdata\NAD83\merged","\.las","points",21,143145907,7157057,FALSE,2780656.86,1436193.44,2799369.44,1452100.12,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\POW\twinmtn\lasdata\NAD83\vegetation","\.las","points",32,156134624,7806368,FALSE,2780656.86,1436193.94,2799369.44,1452099.35,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\PRD\PRD\highisland\LASFILES\NAD27\baldearth","\.las","points",135,139857385,6991337,FALSE,2670966.58,1784864.17,2678109.48,1796366.02,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\PRD\PRD\highisland\LASFILES\NAD27\merged","\.las","points",4,226647848,11332347,FALSE,2670973.67,1784864.17,2678109.48,1796366.02,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\PRD\PRD\highisland\LASFILES\NAD27\vegetation","\.las","points",1,40091367,2004557,FALSE,2671352.21,1785357.57,2677952.77,1796177.98,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\PRD\PRD\highisland\LASFILES\NAD83\baldearth","\.las","points",135,139857385,6991337,FALSE,2670966.58,1784864.17,2678109.48,1796366.02,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\PRD\PRD\highisland\LASFILES\NAD83\merged","\.las","points",4,226647848,11332347,FALSE,2670973.67,1784864.17,2678109.48,1796366.02,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\PRD\PRD\highisland\LASFILES\NAD83\vegetation","\.las","points",1,40091367,2004557,FALSE,2671352.21,1785357.57,2677952.77,1796177.98,"",""
"T:\FS\Reference\RSImagery\ProcessedData\r10_tnf\RSImagery\Geo\DEM\LiDAR\2000_03_TNF_3Di\PRD\PRD\highisland_olddata\LASFILES\NAD27\merged","\.las","points",8,83045716,4152195,FALSE,2670966.58,1784864.17,2678109.48,1796366.02,"",""
