"base","pattern","assettype","assetcount","assetsize","totalpointcount","hasCRS","minx","miny","maxx","maxy","crs","assignedCRS"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\COL_2016_Wedge_usfsAlbers_meters\1_LAZ","\.laz","points",140,20720049127,4386488410,FALSE,732427.49,1648643.53,758183.2,1661733.55,"","PROJCRS[""NAD83 / USFS R6 Albers"",
    BASEGEOGCRS[""NAD83"",
        DATUM[""North American Datum 1983"",
            ELLIPSOID[""GRS 1980"",6378137,298.257222101,
                LENGTHUNIT[""metre"",1]]],
        PRIMEM[""Greenwich"",0,
            ANGLEUNIT[""degree"",0.0174532925199433]],
        ID[""EPSG"",4269]],
    CONVERSION[""US Forest Service region 6 Albers"",
        METHOD[""Albers Equal Area"",
            ID[""EPSG"",9822]],
        PARAMETER[""Latitude of false origin"",34,
            ANGLEUNIT[""degree"",0.0174532925199433],
            ID[""EPSG"",8821]],
        PARAMETER[""Longitude of false origin"",-120,
            ANGLEUNIT[""degree"",0.0174532925199433],
            ID[""EPSG"",8822]],
        PARAMETER[""Latitude of 1st standard parallel"",43,
            ANGLEUNIT[""degree"",0.0174532925199433],
            ID[""EPSG"",8823]],
        PARAMETER[""Latitude of 2nd standard parallel"",48,
            ANGLEUNIT[""degree"",0.0174532925199433],
            ID[""EPSG"",8824]],
        PARAMETER[""Easting at false origin"",600000,
            LENGTHUNIT[""metre"",1],
            ID[""EPSG"",8826]],
        PARAMETER[""Northing at false origin"",0,
            LENGTHUNIT[""metre"",1],
            ID[""EPSG"",8827]]],
    CS[Cartesian,2],
        AXIS[""(E)"",east,
            ORDER[1],
            LENGTHUNIT[""metre"",1]],
        AXIS[""(N)"",north,
            ORDER[2],
            LENGTHUNIT[""metre"",1]],
    USAGE[
        SCOPE[""Forestry.""],
        AREA[""United States (USA) - Oregon and Washington.""],
        BBOX[41.98,-124.79,49.05,-116.47]],
    ID[""EPSG"",9674]]"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\COL_2016_Wedge_usfsAlbers_meters\1b_LAS","\.las","points",140,122824083140,4386488410,FALSE,732427.49,1648643.53,758183.2,1661733.55,"","PROJCRS[""NAD83 / USFS R6 Albers"",
    BASEGEOGCRS[""NAD83"",
        DATUM[""North American Datum 1983"",
            ELLIPSOID[""GRS 1980"",6378137,298.257222101,
                LENGTHUNIT[""metre"",1]]],
        PRIMEM[""Greenwich"",0,
            ANGLEUNIT[""degree"",0.0174532925199433]],
        ID[""EPSG"",4269]],
    CONVERSION[""US Forest Service region 6 Albers"",
        METHOD[""Albers Equal Area"",
            ID[""EPSG"",9822]],
        PARAMETER[""Latitude of false origin"",34,
            ANGLEUNIT[""degree"",0.0174532925199433],
            ID[""EPSG"",8821]],
        PARAMETER[""Longitude of false origin"",-120,
            ANGLEUNIT[""degree"",0.0174532925199433],
            ID[""EPSG"",8822]],
        PARAMETER[""Latitude of 1st standard parallel"",43,
            ANGLEUNIT[""degree"",0.0174532925199433],
            ID[""EPSG"",8823]],
        PARAMETER[""Latitude of 2nd standard parallel"",48,
            ANGLEUNIT[""degree"",0.0174532925199433],
            ID[""EPSG"",8824]],
        PARAMETER[""Easting at false origin"",600000,
            LENGTHUNIT[""metre"",1],
            ID[""EPSG"",8826]],
        PARAMETER[""Northing at false origin"",0,
            LENGTHUNIT[""metre"",1],
            ID[""EPSG"",8827]]],
    CS[Cartesian,2],
        AXIS[""(E)"",east,
            ORDER[1],
            LENGTHUNIT[""metre"",1]],
        AXIS[""(N)"",north,
            ORDER[2],
            LENGTHUNIT[""metre"",1]],
    USAGE[
        SCOPE[""Forestry.""],
        AREA[""United States (USA) - Oregon and Washington.""],
        BBOX[41.98,-124.79,49.05,-116.47]],
    ID[""EPSG"",9674]]"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\COL_2016_Wedge_usfsAlbers_meters\5_Other_Vendor_Products\Ground_Point_Cloud","\.las","points",140,8555590620,305549369,FALSE,732427.51,1648643.53,758183.17,1661733.23,"","PROJCRS[""NAD83 / USFS R6 Albers"",
    BASEGEOGCRS[""NAD83"",
        DATUM[""North American Datum 1983"",
            ELLIPSOID[""GRS 1980"",6378137,298.257222101,
                LENGTHUNIT[""metre"",1]]],
        PRIMEM[""Greenwich"",0,
            ANGLEUNIT[""degree"",0.0174532925199433]],
        ID[""EPSG"",4269]],
    CONVERSION[""US Forest Service region 6 Albers"",
        METHOD[""Albers Equal Area"",
            ID[""EPSG"",9822]],
        PARAMETER[""Latitude of false origin"",34,
            ANGLEUNIT[""degree"",0.0174532925199433],
            ID[""EPSG"",8821]],
        PARAMETER[""Longitude of false origin"",-120,
            ANGLEUNIT[""degree"",0.0174532925199433],
            ID[""EPSG"",8822]],
        PARAMETER[""Latitude of 1st standard parallel"",43,
            ANGLEUNIT[""degree"",0.0174532925199433],
            ID[""EPSG"",8823]],
        PARAMETER[""Latitude of 2nd standard parallel"",48,
            ANGLEUNIT[""degree"",0.0174532925199433],
            ID[""EPSG"",8824]],
        PARAMETER[""Easting at false origin"",600000,
            LENGTHUNIT[""metre"",1],
            ID[""EPSG"",8826]],
        PARAMETER[""Northing at false origin"",0,
            LENGTHUNIT[""metre"",1],
            ID[""EPSG"",8827]]],
    CS[Cartesian,2],
        AXIS[""(E)"",east,
            ORDER[1],
            LENGTHUNIT[""metre"",1]],
        AXIS[""(N)"",north,
            ORDER[2],
            LENGTHUNIT[""metre"",1]],
    USAGE[
        SCOPE[""Forestry.""],
        AREA[""United States (USA) - Oregon and Washington.""],
        BBOX[41.98,-124.79,49.05,-116.47]],
    ID[""EPSG"",9674]]"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\COL_2016_Wedge_usfsAlbers_meters\LAS","\.las","points",140,122824083140,4386488410,FALSE,732427.49,1648643.53,758183.2,1661733.55,"","PROJCRS[""NAD83 / USFS R6 Albers"",
    BASEGEOGCRS[""NAD83"",
        DATUM[""North American Datum 1983"",
            ELLIPSOID[""GRS 1980"",6378137,298.257222101,
                LENGTHUNIT[""metre"",1]]],
        PRIMEM[""Greenwich"",0,
            ANGLEUNIT[""degree"",0.0174532925199433]],
        ID[""EPSG"",4269]],
    CONVERSION[""US Forest Service region 6 Albers"",
        METHOD[""Albers Equal Area"",
            ID[""EPSG"",9822]],
        PARAMETER[""Latitude of false origin"",34,
            ANGLEUNIT[""degree"",0.0174532925199433],
            ID[""EPSG"",8821]],
        PARAMETER[""Longitude of false origin"",-120,
            ANGLEUNIT[""degree"",0.0174532925199433],
            ID[""EPSG"",8822]],
        PARAMETER[""Latitude of 1st standard parallel"",43,
            ANGLEUNIT[""degree"",0.0174532925199433],
            ID[""EPSG"",8823]],
        PARAMETER[""Latitude of 2nd standard parallel"",48,
            ANGLEUNIT[""degree"",0.0174532925199433],
            ID[""EPSG"",8824]],
        PARAMETER[""Easting at false origin"",600000,
            LENGTHUNIT[""metre"",1],
            ID[""EPSG"",8826]],
        PARAMETER[""Northing at false origin"",0,
            LENGTHUNIT[""metre"",1],
            ID[""EPSG"",8827]]],
    CS[Cartesian,2],
        AXIS[""(E)"",east,
            ORDER[1],
            LENGTHUNIT[""metre"",1]],
        AXIS[""(N)"",north,
            ORDER[2],
            LENGTHUNIT[""metre"",1]],
    USAGE[
        SCOPE[""Forestry.""],
        AREA[""United States (USA) - Oregon and Washington.""],
        BBOX[41.98,-124.79,49.05,-116.47]],
    ID[""EPSG"",9674]]"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\COL_2017_IdahoPanhandle_UTM11_meters\All_FPC_LAZ","\.laz","points",1945,297807120480,62014342768,FALSE,492678.6,5198352.03,646728.82,5427959.93,"","PROJCRS[""NAD83(2011) / UTM zone 11N"",
    BASEGEOGCRS[""NAD83(2011)"",
        DATUM[""NAD83 (National Spatial Reference System 2011)"",
            ELLIPSOID[""GRS 1980"",6378137,298.257222101,
                LENGTHUNIT[""metre"",1]]],
        PRIMEM[""Greenwich"",0,
            ANGLEUNIT[""degree"",0.0174532925199433]],
        ID[""EPSG"",6318]],
    CONVERSION[""UTM zone 11N"",
        METHOD[""Transverse Mercator"",
            ID[""EPSG"",9807]],
        PARAMETER[""Latitude of natural origin"",0,
            ANGLEUNIT[""degree"",0.0174532925199433],
            ID[""EPSG"",8801]],
        PARAMETER[""Longitude of natural origin"",-117,
            ANGLEUNIT[""degree"",0.0174532925199433],
            ID[""EPSG"",8802]],
        PARAMETER[""Scale factor at natural origin"",0.9996,
            SCALEUNIT[""unity"",1],
            ID[""EPSG"",8805]],
        PARAMETER[""False easting"",500000,
            LENGTHUNIT[""metre"",1],
            ID[""EPSG"",8806]],
        PARAMETER[""False northing"",0,
            LENGTHUNIT[""metre"",1],
            ID[""EPSG"",8807]]],
    CS[Cartesian,2],
        AXIS[""(E)"",east,
            ORDER[1],
            LENGTHUNIT[""metre"",1]],
        AXIS[""(N)"",north,
            ORDER[2],
            LENGTHUNIT[""metre"",1]],
    USAGE[
        SCOPE[""Engineering survey, topographic mapping.""],
        AREA[""United States (USA) - between 120°W and 114°W onshore and offshore - California, Idaho, Nevada, Oregon, Washington.""],
        BBOX[30.88,-120,49.01,-114]],
    ID[""EPSG"",6340]]"
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\COL_2018_IDpanhandle_WASP_South_feet\1_LAZ","\.laz","points",306,25236174705,4821191288,TRUE,2448874.29,1077741.24,2490352.87,1236119.72,"COMPD_CS[""NAD83 / Washington South + NAVD88 (ftUS)"",PROJCS[""NAD83 / Washington South"",GEOGCS[""NAD83"",DATUM[""North_American_Datum_1983"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""6269""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.01745329251994328,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4269""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",47.3333333333333],PARAMETER[""standard_parallel_2"",45.8333333333333],PARAMETER[""latitude_of_origin"",45.3333333333333],PARAMETER[""central_meridian"",-120.5],PARAMETER[""false_easting"",1640416.66666677],PARAMETER[""false_northing"",0],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],AXIS[""Easting"",EAST],AXIS[""Northing"",NORTH],AUTHORITY[""EPSG"",""32149""]],VERT_CS[""NAVD88"",VERT_DATUM[""North American Vertical Datum 1988"",2005,AUTHORITY[""EPSG"",""5103""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],AXIS[""Gravity-related height"",UP],AUTHORITY[""EPSG"",""6360""]]]",""
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\COL_2019_WADNR_3DEP\1_LAZ","\.laz","points",192,57905609241,10938449579,TRUE,2410000,375000,2569902.59,477383.22,"COMPD_CS[""NAD83(2011) / Washington North (ftUS) + NAVD88 height (ftUS) - Geoid18 (ftUS)"",PROJCS[""NAD83(2011) / Washington North (ftUS)"",GEOGCS[""NAD83(2011)"",DATUM[""NAD83 (National Spatial Reference System 2011)"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""1116""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""6318""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",48.73333333333333],PARAMETER[""standard_parallel_2"",47.5],PARAMETER[""latitude_of_origin"",47],PARAMETER[""central_meridian"",-120.8333333333333],PARAMETER[""false_easting"",1640416.667],PARAMETER[""false_northing"",0],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],AXIS[""X"",EAST],AXIS[""Y"",NORTH],AUTHORITY[""EPSG"",""6597""]],VERT_CS[""NAVD88 height (ftUS) - Geoid18 (ftUS)"",VERT_DATUM[""North American Vertical Datum 1988"",2005,AUTHORITY[""EPSG"",""5103""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],AXIS[""Up"",UP],AUTHORITY[""EPSG"",""6360""]]]",""
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\COL_2019_WADNR_3DEP\2_DTM","\.laz","points",3,182960116,212874963,TRUE,2465000,375000,2499999.99,424999.99,"COMPD_CS[""NAD83(2011) / Washington North (ftUS) + NAVD88 height (ftUS) - Geoid18 (ftUS)"",PROJCS[""NAD83(2011) / Washington North (ftUS)"",GEOGCS[""NAD83(2011)"",DATUM[""NAD83 (National Spatial Reference System 2011)"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],AUTHORITY[""EPSG"",""1116""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""6318""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",48.73333333333333],PARAMETER[""standard_parallel_2"",47.5],PARAMETER[""latitude_of_origin"",47],PARAMETER[""central_meridian"",-120.8333333333333],PARAMETER[""false_easting"",1640416.667],PARAMETER[""false_northing"",0],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],AXIS[""X"",EAST],AXIS[""Y"",NORTH],AUTHORITY[""EPSG"",""6597""]],VERT_CS[""NAVD88 height (ftUS) - Geoid18 (ftUS)"",VERT_DATUM[""North American Vertical Datum 1988"",2005,AUTHORITY[""EPSG"",""5103""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],AXIS[""Up"",UP],AUTHORITY[""EPSG"",""6360""]]]",""
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\COL_2020_MtSpokane_WASP4602\1_LAZ","\.laz","points",10,1103129546,196746779,TRUE,2398102.03,1043278.81,2406735.75,1052052.26,"COMPD_CS[""NAD83(HARN) / Washington South (ftUS) + NAVD88 height (ftUS) - Geoid12B (ftUS)"",PROJCS[""NAD83(HARN) / Washington South (ftUS)"",GEOGCS[""NAD83(HARN)"",DATUM[""NAD83 (High Accuracy Reference Network)"",SPHEROID[""GRS 1980"",6378137,298.257222101,AUTHORITY[""EPSG"",""7019""]],TOWGS84[0,0,0,0,0,0,0],AUTHORITY[""EPSG"",""6152""]],PRIMEM[""Greenwich"",0,AUTHORITY[""EPSG"",""8901""]],UNIT[""degree"",0.0174532925199433,AUTHORITY[""EPSG"",""9122""]],AUTHORITY[""EPSG"",""4152""]],PROJECTION[""Lambert_Conformal_Conic_2SP""],PARAMETER[""standard_parallel_1"",47.33333333333334],PARAMETER[""standard_parallel_2"",45.83333333333334],PARAMETER[""latitude_of_origin"",45.33333333333334],PARAMETER[""central_meridian"",-120.5],PARAMETER[""false_easting"",1640416.667],PARAMETER[""false_northing"",0],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],AXIS[""X"",EAST],AXIS[""Y"",NORTH],AUTHORITY[""EPSG"",""2927""]],VERT_CS[""NAVD88 height (ftUS) - Geoid12B (ftUS)"",VERT_DATUM[""North American Vertical Datum 1988"",2005,AUTHORITY[""EPSG"",""5103""]],UNIT[""US survey foot"",0.3048006096012192,AUTHORITY[""EPSG"",""9003""]],AXIS[""Up"",UP],AUTHORITY[""EPSG"",""6360""]]]",""
"T:\FS\Reference\RSImagery\ProcessedData\r06\R06_DRM_Deliverables\PointCloud\COL_2022_NEWA1_3DEP\1_LAZ","\.laz","points",8419,1923247685282,269734963720,FALSE,361121.89,5368884.58,527378.8,5430329.82,"",""
